POI_NAME,POI_TYPE
Acre Foods,Retail
Your Estate Pros,Office
Harrisburg Pike Community School,Education
Breen Winkel Certified Public Accountant,Office
Lucky Bamboo 2,Retail
Ohio State Pizza,Retail
Kingdom of Bounce,Retail
Starbucks,Retail
Friendship Village of Dublin Retirement Community,Group Quarters
PLS Check Cashing,Retail
Trimtec Systems,Industrial
Local Matters,Office
Teen Challenge,Medical
Metro PCS,Retail
Klassic Edge Beauty and Barber,Retail
Columbus Super Wash,Retail
Excel Urgent Care,Medical
AD. Farrow Co. Harley Davidson,Retail
Ohio Association of Community Health Centers,Medical
Speed Auto Sales,Retail
Salon One On Oakland Park,Retail
James E Metz DDS,Medical
Ohio Living,Group Quarters
Broad Street United Methodist Church,Public Places
Optimus Prosthetics,Medical
Ashley Furniture HomeStore,Retail
Mobile Mini Portable Storage,Retail
Colvin Gravel Company,Retail
Sideswipe Brewing,Retail
Once Upon A Child,Retail
Oats and Barley Market,Retail
Nationwide Insurance,Office
Ohio Thrift Store,Retail
Scientific Instrument Center,Retail
Pettys Auto Electrical Service,Retail
Cabco Record Collector's Supply,Retail
Mayo's Printing,Retail
Power Solutions,Retail
Andrea C. Mulholland DDS,Medical
Don Casey,Retail
McDonald's,Retail
Auto Repair,Retail
Comfort Dental,Medical
Pitaya,Retail
Wright,Office
A+ Children's Academy Community School,Education
KFC,Retail
Pizza Hut,Retail
KinderCare,Education
The Monk's Copy Shop,Retail
LensCrafters,Retail
Three Crosswoods,Office
Steve's Used Tires,Retail
Red Roof Inn,Retail
Kne Motors,Retail
Mt Carmel Community Baptist Church,Public Places
Uncle Bob's Self Storage,Retail
Forest Products Group,Office
McDonald's,Retail
Herbert's Market,Retail
Giant Eagle,Retail
Refuge Baptist Church,Public Places
Ohio Poultry Association,Office
The Corner Deli,Retail
American Freight Furniture,Retail
Proforma Graphic Services,Office
Zahra Fashion,Retail
Pizza Hut,Retail
Community For New Direction,Office
Hands on Central Ohio,Group Quarters
Big Brothers Big Sisters Association,Office
Brownie Points,Retail
Dreisbach Wholesale Florists,Retail
O,Retail
American Orthopedics,Medical
Columbus Metropolitan Library ,Public Places
Dollar General,Retail
Clopay Distribution Center,Retail
Hope City House Of Prayer,Public Places
CPD Accident Investigation Unit,Emergency Response
Black Hat Bar,Retail
Carpenters & Hoiners Union,Office
Charley's Place,Retail
Custom Home & Hearth,Retail
SOS Automotive Services,Retail
ALDI,Retail
Professional Eye Care,Medical
Axis Door Co,Retail
Graves Piano & Organ Co.,Retail
Raising Cane's,Retail
Luna Pizza Kitchen,Retail
Beechwold Family Practice,Medical
Bourgeois Family Dental Center,Medical
Sheppard Law Offices,Office
Subway,Retail
PRI Court Reporting,Office
New Hope Pentecostal Church,Public Places
HER Realtors,Office
Creative Child Care,Education
Power Cuts,Retail
Bath & Body Works,Retail
Crack House Ministries,Office
Commodity Logistics,Office
Dollar General,Retail
Frazier Development,Industrial
Target,Retail
OhioHealth Chiller Easton,Retail
Motel 6,Retail
The Spacebar,Retail
Beechwood Market,Retail
Hetter Heating & Cooling,Retail
Wellness Driver Intervention,Retail
Ohio Security & Protection Solutions,Retail
First City Bank,Office
Great Clips,Retail
Custom Welding,Retail
L & T Nail Salon,Retail
Black & White Taxi,Transportation
Out,Retail
Lower Lights Shared Services,Medical
DHDC Engineer Consulting,Office
Bonded Chemicals,Office
Twin Enterprises,Office
Mobile Mike's Auto Electric Service,Retail
Extra Space Storage,Retail
United Dairy Farmers,Retail
Don's #1 Quik Stop,Retail
US Bank,Office
Eden Counseling Centers,Medical
Bethany Christian Church,Public Places
Spencer's Influence,Retail
Justice,Retail
FCX Performance,Office
Far East Community Center,Public Places
Home Depot,Retail
Lang Le,Industrial
J & J Carryout,Retail
3rd Avenue Salon,Retail
Harding Hospital,Medical
Columbus City Schools Facilities,Education
Brick House Cardio Club,Retail
The Venice Club,Retail
Our Lady of Peace School,Education
Bethel Temple Church,Public Places
Konkus Marble and Granite,Retail
Early College Academy,Education
Miller Landscape,Retail
Encore Columbus,Retail
MLG Arena,Office
Panzera's Pizza,Retail
Holy Family Church,Public Places
A A Wholesale Distribution,Industrial
Georgian Heights Elementary School,Education
Rivers Edge Pediatrics,Medical
CORT Furniture Rental,Retail
CVS,Retail
WindowPRO,Retail
Steak 'n Shake,Retail
Orthopedic & Spine Center,Medical
Microsoft,Retail
Capstone M.G,Retail
Teez Hair Salon,Retail
J.F. Baker's Sons Roofing,Retail
Kelly BMW,Retail
Transmap Corporation,Office
Weinstein & Associates,Office
Advance Auto Parts,Retail
OGM Limited,Office
Verizon Wireless,Retail
Brewer & Associates,Office
Greek Orthodox Cathedral,Public Places
M B Graphic,Retail
Callander Cleaners,Retail
Brian Wiland & Associates,Office
Division of Watercraft,Government
Columbus Labor Solutions,Office
Wesco Distribution,Retail
Subway,Retail
CVS,Retail
Albania Trucking,Transportation
School Pride Limited,Industrial
"Just Smiles, Family",Industrial
Fluid Power Solutions,Industrial
Metro PCS,Retail
Highlife Recovery,Medical
Metro PCS,Retail
McDonald's,Retail
Cyclemet,Retail
Cooper Stadium,Public Places
Family Market,Retail
Withers Foreign Auto Service,Retail
Playful Pets,Retail
ImmediaDent Urgent Dental Care,Medical
The Cheesecake Factory,Retail
Westerville Heating & Cooling,Retail
Charisma Products,Retail
Pepper's Barber Shop,Retail
Mother Angeline Mc Crory Manor,Group Quarters
Accurate Flooring & Counter Tops,Retail
St Mary's Syro Malabar Catholic Mission,Office
Chesnut St Garage,Transportation
Tractor Supply Company,Retail
Kiddie Academy of Hilliard,Education
Johnson Pete Auto Brokerage,Retail
KISSHO Asian Bistro & Sushi Bar,Retail
World Truck Towing & Recovery,Retail
Trinity Shepherd Lighthouse Ministries,Public Places
Valley Forge Elementary School,Education
Game Stop,Retail
Franklin County Sheriff's Branch Office,Government
North Pressure District Twin Tanks,Industrial
Essendant Co,Industrial
Staybridge Suites Columbus Dublin,Retail
Taz Used & New Tires,Retail
Katz Tires,Retail
Mike's Carryout,Retail
OSU Family Practice at Bethel,Medical
Police Impound Lot,Emergency Response
Hughes Hall,Education
Studio Torch Fitness,Retail
Columbus Funny Bone,Retail
Imperial Ink Tattoo,Retail
Metropolitan Security Group,Office
Palmer's Beverage Center,Retail
Chipotle Mexican Grill,Retail
Champs Sports,Retail
Subway,Retail
Safeway Freight Line,Transportation
Walgreens,Retail
Sanitary Pump Station SA,Industrial
Grace Presbyterian Church,Public Places
COPC Family Medicine,Medical
Canfield Hall,Group Quarters
African Euphoria Braiding,Retail
Hartman Lot,Transportation
Sam Ash Music Stores,Retail
OSU Fitzpatrick Hall,Education
Vintage Wine Distributor,Industrial
Public Storage,Retail
Service King,Retail
Donatos Pizza,Retail
Parsons Animal Clinic,Medical
US Hair & Beauty Supply & Wig,Retail
World of Wireless Boost Mobile,Retail
Assembly Of Faith Church,Public Places
Cabinetworks Kitchens,Retail
Wong's Golden Wok,Retail
Columbus Country Club,Public Places
City of Zion Church,Public Places
Travelodge Columbus East,Retail
Evans Funeral Home,Retail
McDonald's,Retail
Hope & Heart by Schoedinger,Retail
Science Kinetics,Retail
Yin Salon,Retail
McDonald's,Retail
Headmaster,Retail
G&G Cement Contractors,Retail
Taco Bell,Retail
House of Japan,Retail
Gifted Hands in Columbus,Office
Fourth Avenue Christian Church,Public Places
Kid's World Child Daycare,Education
One Stop Market,Retail
A,Retail
Columbus Police,Emergency Response
Weber Stop Market,Retail
Enterprise Truck Rental,Retail
Northland Cycle & Fitness,Retail
Therapy Support,Retail
Discount Tire,Retail
S A Comunale Co,Retail
Red Robin,Retail
Victorious Life Christian Center,Public Places
Apostolic Lighthouse Temple,Public Places
Rent A Center,Retail
The Oliver Building,Retail
Woodward Excavating Co,Retail
Buckeye Endodontics,Medical
Rafters Beer Pub,Retail
N & N Market,Retail
Silent World Entertainment,Retail
The Avalon Bar & Lounge,Retail
Meijer,Retail
Fresh Start Learning Academy,Education
Morning View Care Center,Medical
Buca di Beppo,Retail
Linworth Lumber Company,Retail
Santec Resources,Office
Chase Bank,Office
Mr Tire,Retail
Baseball Rampage,Retail
Asian Wok,Retail
IMPACT Pediatrics,Medical
International Dial,Office
Wesleyan Bible Holiness Church,Public Places
Tabernacle Baptist Church,Public Places
Federal Bureau of Investigation,Government
Linden STEM Academy,Education
Sweat Box Fitness,Retail
U,Retail
Chipotle Mexican Grill,Retail
Fortner Fine Living,Retail
Arena Eye Surgeons,Medical
Donatos Pizza,Retail
Aurora Casket Co,Industrial
Pizza Cucinova,Retail
Accurate IT Services,Industrial
Waffle House,Retail
Bar Louie,Retail
Salon Local,Retail
GetGo,Retail
Columbus Eyeworks,Medical
Safe Auto Garage,Transportation
Arby's,Retail
Discovery Exchange,Retail
Ables Golf on Avery,Retail
Aramark Uniform Services,Retail
Bruce T Davis Criminal Defense,Office
Best Shoe Repair,Retail
Youth Build Columbus Community School,Education
Columbus Concrete Products,Retail
Nike Sports Lounge,Retail
Really Makes You Wander,Retail
Alex Market,Retail
Noodles & Company,Retail
Central Ohio Home Health Agency,Medical
Columbus Police Substation 6,Emergency Response
West International Cafe,Retail
Dr. Wu's Chinese Kung Fu,Retail
CVS,Retail
Prior Hall,Education
3K New & Used Tires,Retail
Bob Caldwell Chrysler Jeep Dodge Ram,Retail
Ronin Sushi,Retail
Hillcrest Baptist Church,Public Places
West Park United Methodist Church,Public Places
ODU Wehrle Hall,Education
New Horizons Child Care,Education
USA Tobacco,Retail
Gratzi Pizzeria,Retail
Crane & Tractor,Retail
Commercial Works,Office
O A Spencer  Architect,Office
Mt Ivory Baptist Church,Public Places
"Corbitt, Chester DDS",Medical
Moss Hair Co,Retail
GPAX International,Industrial
A T  T Training Demo,Retail
Mercedes,Retail
Medical Comfort Home Health,Medical
Peking House,Retail
Family Dollar,Retail
WoodSpring Suites Columbus Easton,Retail
Family Dollar,Retail
Germain Toyota,Retail
FUSIAN,Retail
Fab'rik,Retail
Ted's Montana Grill,Retail
Golf Galaxy,Retail
Elm & Iron,Retail
Pies & Pints,Retail
Z Gallerie,Retail
Verizon Wireless,Retail
Consumer Support Services,Office
Kitchen Den Bar,Retail
Five Guys,Retail
Huntington Bank,Office
Veterans Memorial Lot,Transportation
The UPS Store,Retail
TestAmerica,Office
Bus Stop,Public Places
Two Men and a Truck,Retail
Cesar Chavez College Preparatory,Education
Dan Tobin Chevrolet,Retail
TLC Grooming,Retail
C & C Electronics,Retail
Popeye's,Retail
Sylvan Learning of Columbus,Education
Davidson Hall,Education
Franklin County Engineer's Office,Government
Courthouse Wedding Chapel,Retail
Metered Parking Lot,Government
Amvet Village Shelter,Public Places
NiSource Print Shop,Retail
Wet Seal,Retail
American College of Emergency Physicians,Office
Suburban News Publications,Office
Bethlehem Temple Apostolic Church,Public Places
Asian Star China Buffet,Retail
Speedway,Retail
On The Border Mexican Grill & Cantina,Retail
FST Logistics,Industrial
Columbus Machine Works,Industrial
Stewart Memorial Christian Methodist Church,Public Places
Catering By Dave,Retail
Germania,Public Places
Vitamin Shoppe,Retail
GNC,Retail
PetSmart,Retail
M Warner Construction,Office
Salvation Army,Office
Ohio Laundry Equipment,Retail
Capital City Awning,Retail
Buckeye Pipe Line,Industrial
The UPS Store,Retail
Kumon Math & Reading Center,Education
Gordon Biersch,Retail
Lena's Market,Retail
Grenadier Club,Retail
Conso Auto Repair,Retail
Franklin County Community Based Correctional Facility,Government
Star National Products,Industrial
Hospital Parking Garage (underground),Transportation
Ad,Retail
Ace Iron & Medal Recycling,Retail
Fast & Fair Marathon,Retail
Grange ,Transportation
Fatima African Hair Braiding,Retail
Sherwin,Retail
Hilltop Animal Clinic,Medical
Discount Fashion Warehouse,Retail
Turkey Hill,Retail
Columbus Handyman,Retail
The Delmonte Building,Office
Comic Town,Retail
Premium Salon & Weaving Center,Retail
Condado Tacos,Retail
Lennox PartsPlus,Retail
Black Art Plus,Retail
Columbus Airport Marriott Hotel,Retail
The American Bottling Company,Industrial
Cassady Auto Repair,Retail
A+ Arts Academy High School,Education
The Oilerie Columbus,Retail
IMS Electronics Recycling,Office
US Army Reserve,Government
Pharma 1,Medical
Refuge Temple Church,Public Places
May Diesel Service,Retail
The Vanderelli Room,Retail
AHC Environmental Services,Retail
Cal's Towing,Retail
"Dr. Christine Paisley, PHD",Medical
Supply Co Brown,Retail
Kafantaris Law Offices,Office
A & A Tire Shop,Retail
Kosten's Salon,Retail
McDonald's,Retail
NISRE,Office
Fast Track Auctions,Retail
HoneyBaked Ham,Retail
Columbus Specialties Lumber,Retail
CornerStone Family Services Christian Counseling,Medical
Shadetree Canopies,Retail
Notorius Ink,Retail
Blue Ginger Asian Fusion Bistro,Retail
El Nuevo Naranjo Grocery,Retail
Siebert Hall,Education
11 Athletics Performance Facility,Retail
Earth Elements,Retail
PetPeople,Retail
Toombs Truck & Equipment,Retail
House of Prayer Ministries,Public Places
Pactiv Corporation,Industrial
Midnight Hookah,Retail
Aniara Beauty Salon,Retail
Fifth & Sun Berry Market,Retail
Murphy Chiropractic & Performance Center,Medical
NovaCare Rehabilitation,Medical
George Washington Carver Preparatory,Education
Holiday Inn,Retail
Wasem Packaging & Crating Services,Industrial
C Magazine ,Office
Goodwill,Retail
CubeSmart Self Storage,Retail
Henri's Cloud Nine,Retail
Ethiopia & Somalia Restaurant,Retail
Calanley Restaurant,Retail
Vanguard Hardware,Retail
Raw Material Hair Salon,Retail
Yin Yue Chinese,Retail
Blake Rose Salon & Spa,Retail
Liberty Tax Service,Retail
Goodyear,Retail
Tire Discounters,Retail
Oxley Hall,Education
Faslube,Retail
Women's Field House,Public Places
Red Door Tavern,Retail
Broad Street Presbyterian Church,Public Places
Fine Line Auto Body,Retail
Sign Station,Retail
Shoe Warehouse,Retail
Jimmy John's,Retail
Speedway,Retail
Inmed Diagnostics,Medical
Asian Grocery and Sea Food Mart,Retail
Super Car Wash,Retail
Rosie O'Grady's,Retail
S & S Sign Services,Retail
TCB Automotive Group,Retail
Service King Collision Repair,Retail
H&R Block,Retail
Arlington Roofing Company,Retail
Moroccan Steam Spa,Retail
YMCA,Public Places
Family Dollar,Retail
The Crafty Pint,Retail
Always Payday,Retail
Jerry Spears Funeral Home and Cremation,Retail
Thurn's,Retail
ODU Alumni Hall,Education
"Top Dog Daycare, Boarding and Training",Retail
Flats on Vine Garage,Transportation
Franklin Equipment,Retail
Jacob's Porch Lutheran Campus Ministry,Public Places
US Post Office,Government
Accelerated Physical Therapy,Medical
Menards,Retail
Huntington Bank,Office
NS Thoroughbred Bulk Transfer,Transportation
First Student Bus Service,Transportation
Epstein Memorial Chapel,Retail
LoanMax Title Loans,Retail
Workline Solutions,Office
Speedway,Retail
Veritas Community Church,Public Places
Journalism Building,Education
Jackson Hewitt Tax Service,Retail
Chunky Armadillo Boutique,Retail
Mac Worthington Studio & Gallery,Retail
Data Dynamics,Office
Rock'n Robin's Hair Nest,Retail
Skillet,Retail
Leisure Pools and Living,Retail
Days Inn Columbus Fairgrounds,Retail
Marathon,Retail
Second Community Church,Public Places
Spring Works,Industrial
Restoration Plaza II,Group Quarters
Round Hill Furniture,Industrial
Ohio Clinical Trials,Medical
Magic Home Gardens,Retail
Chipotle Mexican Grill,Retail
KFC,Retail
Subway,Retail
W L Markers,Industrial
B7B Hair & Beauty Supplies,Retail
Oxford Realty,Office
Macy's,Retail
J Douglas Hair Salon,Retail
Lavash Cafe,Retail
Colfax Financial,Retail
Grove City Reptiles,Retail
Blackwood Sheet Metal,Industrial
Walk In Urgent Care,Medical
The Children Place,Retail
Liberty Tax Service,Retail
The Table,Retail
Mills James Creative Media,Office
Shop 'n Save,Retail
Spencer's,Retail
Kelton House Museum and Garden,Public Places
MGI Communities,Office
Key Bank,Office
The Goddard School,Education
Higher Ground Always Abounding Assemblies,Public Places
Shoppers World,Retail
Arnstrong Wood Products,Retail
European Wax Center,Retail
Metered Parking Lot,Government
Dawson,Retail
Quality Mulch,Retail
Tandy Leather Factory,Retail
Time Warner Cable,Retail
Telhio Credit Union,Office
Golden Hobby Shop,Retail
Inteplast Plastic Bag Supplier,Retail
Caddys Delight,Retail
Fresh Preps Of Ohio,Retail
African Market,Retail
Goodyear,Retail
Sonic Drive,Retail
Ahlum & Arbor Tree Preservation,Retail
Scott's Complete Car Care,Retail
Brothers Drive,Retail
D+S Distribution,Industrial
Great Clips,Retail
Cottman Transmission and Total Auto Care,Retail
Odyssey Aviation Flight Instruction,Education
Shining Light Bible Mission Church,Public Places
Electrical Workers Credit Union,Office
Express Beverage,Retail
FIMM USA,Industrial
Jart Air Express,Transportation
Sirens ,Retail
The Vault,Retail
The Laughing Ogre,Retail
Morrison Tower,Group Quarters
LA Fitness,Retail
Smith Roofing,Retail
Nicholson Builders,Office
Professional Pediatrics,Medical
Quality Inn & Suites,Retail
Turtle Creek Tavern,Retail
Budget Storage,Retail
R & R Carwash,Retail
Franklin County Clerk of Courts Auto Title South Branch,Government
Monro Muffler,Retail
VFW Post 1598,Public Places
PNC Bank,Office
G & J Pepsi Cola Main Building,Office
Farmers Insurance,Office
Morrill Tower,Group Quarters
Pet Smart Distribution Center,Industrial
Maddbuys,Retail
Walgreens,Retail
JSJ Staffing,Retail
United Stationers Supply,Industrial
Gables Elementary School,Education
Burlington Coat Factory,Retail
Zahra's Beauty Salon and Spa,Retail
Fresh Oil Christian Center,Public Places
Royal Arts Sports Fencing Academy,Retail
Continental Real Estate Companies,Office
C & M Towing & Auto Repair,Retail
Shruthi Beauty Care,Retail
Allied Sign Co,Retail
American Optometric Association,Medical
JW's Diner,Retail
Halmark Management,Office
U,Retail
Joni's Consignment,Retail
Eyes on the Continent Optometrists,Medical
The Village Network,Office
Key Bank,Office
Min Ga Korean Restaurant,Retail
Little Caesars,Retail
Millennium Group,Office
Wendy's,Retail
Red Lobster,Retail
Casto Investors,Office
Auntie Anne's,Retail
Triple Arrow Industries,Industrial
Bethel Animal Hospital,Medical
Franklinton Preparatory Academy,Education
JoAnn Fabrics,Retail
Asian Star China Buffet,Retail
Huntington Bank,Office
Dennis Hyundai of Dublin,Retail
Hallmark Gold Crown,Retail
A+ Arts Academy,Education
Mound Street Market,Retail
Environmental Remediation Contractor,Office
Realm Logistics,Transportation
Hey Hey Bar & Grill,Retail
Mak Magi,Industrial
Madewel Clothing,Retail
Buck,Retail
Community Gold Buyers & Estate Jewelry,Retail
Firestone,Retail
Carpenter's Daughter,Retail
Social Security Administration,Government
Verizon Wireless,Retail
Vitran Express,Transportation
Columbus Freewill Baptist Church,Public Places
Brookdale Westerville,Group Quarters
Times For A Change,Retail
Mobil,Retail
St. Luke Lutheran Church,Public Places
Crusaders Ministry,Public Places
Hunan King,Retail
Regal Cinemas Georgesville Square 16,Public Places
HSU & Co.,Retail
G & M Beauty Supply,Retail
Charley's Philly Steaks,Retail
Precision Custom Windows,Retail
Loops,Retail
Masser Metals & Recycling,Retail
Well Groomed Male Spa,Retail
Conglonerate Barber Shop,Retail
Aerospace Lubricants,Retail
The Cachet Hair Salon,Retail
Hair World Beauty Supply,Retail
James C Lee Esquire,Office
La Gran Comision Wesleyan Church,Public Places
Student Health Lot,Transportation
Benchmark Concrete,Retail
Grace New Covenant Apostolic,Public Places
Wayne Avenue House of God,Public Places
Columbus Fire Station 17,Emergency Response
Harper Engraving & Printing,Retail
Great Southern Foot Care,Medical
Windows Treated Rite,Retail
Schoedinger Funeral Home,Retail
Dollar Zone Grocery & Meat,Retail
ALDI,Retail
Virginia Air Tri,Office
Crown Powder Coatings,Industrial
PJ's Grill,Retail
Short Stop Youth Center,Public Places
Idealease,Industrial
Chipotle Mexican Grill,Retail
FOP Lodge 9,Office
Fechko Alumnae Scholarship House,Group Quarters
Bath & Body,Retail
Marino's Seafood,Retail
The Original Mattress Factory,Retail
USA Roller Rink,Retail
DiBella's Subs,Retail
Anytime Fitness,Retail
Marshall Dental,Medical
The Church of Jesus Christ of Latter,Public Places
Jimmy John's,Retail
Vision Optimization,Office
Core Power Yoga,Retail
Julian Wireless,Retail
Helena Chemical Co,Industrial
Faith Ministries Daycare,Education
Performance Paving,Retail
National Enterprises,Office
U,Retail
Solihull,Office
VFW Post 3764,Public Places
Hampton Inn & Suites,Retail
Hector's Automotive,Retail
Allstate Insurance,Office
Dr. Anjana Samadder,Medical
Kiddie Academy,Education
Lucky's Grille & Billiards,Retail
Panini Opa,Retail
Phia Salon,Retail
GetGo,Retail
Bob Evans,Retail
Grandview Vision Center,Medical
Columbus Children's Theatre Administrative Office,Office
Homage Easton,Retail
Big Darby Restorations,Retail
Eastmoor Animal Clinic,Medical
Big Lots,Retail
Velocity Archery Range,Retail
Old Familiar Barber Shop,Retail
Realty Executives Decision,Office
Chiseled Gym,Retail
Batteries Plus Bulbs,Retail
A Ministry of Hope and Healing,Public Places
Crescent Electric Supply,Retail
Grandview Hobbies,Retail
Payne & Company CPA,Office
Tan Pro,Retail
Church Christ Southern Missionary Church,Public Places
The Carvery,Retail
Balanced Family Academy,Education
The Law Offices of Saia & Piatt,Office
Auto Glass Discounters & Bee Sign Signs,Retail
Pic Expressions,Office
Buybacks Entertainment,Retail
Jenny Craig Weight Loss Center,Retail
Mt Victory Baptist Church,Public Places
Next Day Signs,Retail
Cedar Enterprises,Office
The Barcus Company,Office
Acorn Distributors Janitorial Equip,Retail
Nationwide Insurance,Office
Lady Jane's Haircuts for Men,Retail
Gander Mountain,Retail
Tru Built Construction Service,Office
Syna,Retail
First Financial Bank,Office
Hyatt Regency,Retail
Men's Wearhouse,Retail
United Rentals,Retail
CubeSmart Self Storage,Retail
Maize Elementary School,Education
Speedway,Retail
Ohio Department of Rehabilitation and Correction,Government
Allstate Insurance:,Office
Mc Coy Paving,Retail
Qdoba Mexican Grill,Retail
Short North Chiropractic,Medical
Habitat For Humanity,Office
Mid Ohio Eye,Medical
Firestone Complete Auto Care,Retail
Indianola Church of Christ,Public Places
Stop N Shop,Retail
Maria's Beauty Salon,Retail
Walgreens,Retail
X Treme Auto Sales,Retail
Dover Dental Group,Medical
Louis T. Ollesheimer & Son,Retail
Guardians Circle of Care,Medical
Deem,Industrial
Engineered Marble,Retail
Mark Pi's,Retail
The Hamilton Parker Company,Office
Nordstrom Rack,Retail
Pain Care Specialists,Medical
LeVeque Tower Garage,Transportation
Buckeye Pawn Shop,Retail
Northtowne Elementary School,Education
Electric Substation ,Industrial
Target,Retail
Hawthorn Suites by Wyndham,Retail
US Bank,Office
Columbus Herbs and Acupuncture,Medical
Lundquist Audio Recording Studio,Retail
Herrick Dental,Medical
Tower Resource Management,Office
Maurices,Retail
Goodwill Auto Auction,Retail
Carfagnas Kitchen,Retail
Triple Shotz Sports Bar,Retail
Geo Translations Services,Office
Ryder Ubtegrated Logistics,Transportation
Whetstone High School,Education
Public Storage,Retail
Lobby Night Life,Retail
Speedway,Retail
Macy's,Retail
Norton Road Veterinary Hospital,Medical
Luther B Turner Lodge F & AM,Office
Tim Hortons,Retail
Eastside Market,Retail
Family Dollar,Retail
Joseph R. Ryan DDS,Medical
CDDC & Capitol South Urban Redevelopment,Office
Roadrunner Tire and Brakes,Retail
Body by Todd,Retail
Level One Bar & Arcade,Retail
Modded Vapor,Retail
BHS New York Corporation,Office
YMCA,Public Places
Street Maintenance Operations ,Government
M J Lowe Income Tax Services,Retail
Cherry Creek Church of Christ,Public Places
Roll Bike Shop on Polaris,Retail
Columbus Bargain House,Retail
Lindsay Honda,Retail
Good Hands Supported Living,Medical
Catherine M. White  Attorney,Office
D P Dough Columbus,Retail
CT Corporation,Office
The Elevation Church,Public Places
Bank of America Mortgage,Office
Sprout 4Kids Daycare,Education
Hymes Manufacturing,Industrial
Sunbelt Rentals,Retail
Nationwide Insurance,Office
Fifth Third Bank,Office
OhioHealth Neurological Physicians,Medical
The Auto Spa Hand Car Wash & Detail,Retail
Vocational Guidance Services,Office
Sinbads,Retail
Blue & Gray Magazine,Office
ServPro,Retail
Carl Zipf Lock Shop,Retail
Moses Jewelers,Retail
Sham's,Retail
Columbus Gymnastics Academy,Retail
Hall Electronics,Retail
Royal Motors USA,Retail
Quality Window Tint,Retail
First Watch,Retail
PDS Systems,Office
Cucos Taqueria,Retail
Pentecostal Sons of God Church,Public Places
Pure Strrength & Wellness,Retail
Fraternal Order Of Eagles,Public Places
Edison Joining Technology Center,Education
Duke Realty Corporation,Office
Noodles & Company,Retail
Pocket Produce,Retail
Tree of Life Christian Schools,Education
Wright,Office
Mona Jewelers,Retail
SHE Realty,Office
Geno's Custom Auto Repair,Retail
OhioHealth Urgent Care,Medical
The Barber Shop By Prokutz,Retail
First Choice Haircutters,Retail
Donatos Pizza,Retail
Flip Flop Shops,Retail
Righno A Men's Shop,Retail
Cementos,Retail
Hawthorn Academy,Education
Believers Fellowship Ministries,Public Places
PNC Bank,Office
Lazelle Woods Community Center,Public Places
Redeemed Christian Church of God,Public Places
Matrix All Stars,Retail
Jiffy Lube,Retail
The Columbus Paper Shredding Company,Industrial
Romanoff's Classic Tuxedos,Retail
D & D Used Appliances,Retail
Carriage Trade Realty,Office
Sushi En,Retail
C & D Towing,Retail
Meadows Drive Thru Carry Out,Retail
Moving Ahead Services,Retail
Asian Express,Retail
Metropolitan Family Care,Medical
DMI Metals,Office
Beautiful by Tashalynn,Retail
Luke's Auto,Retail
Bruce E Siegel Center for Health Education,Medical
The Arts & College Preparatory Academy,Education
American Lung Association,Office
Jaco Environmental,Retail
Lucky Dragon,Retail
Great Lakes Dock & Door,Retail
Huntington Bank,Office
Harrs Auto Glass,Retail
Kraft's Body Shop,Retail
Public Storage,Retail
Westwood Cabinetry & Woodwork,Retail
Furniture with a Heart Thrift Store,Retail
Heartland Express,Transportation
Mid Ohio Real Estate,Office
McCarthy Law Offices,Office
Buybacks Entertainment,Retail
Transportation Resources of Franklin County,Office
Macy's Furniture Gallery,Retail
GetGo,Retail
Nails 4You,Retail
Right Price Motors,Retail
The Filipinas Centre,Public Places
Jeni's Fulfillment Center,Office
National Registry of Emergency Medical Technicians,Office
Universal Auto Parts & Salvage,Retail
Las Margaritas,Retail
Pullin's Blacktop,Retail
Lucky Seven Games,Retail
X,Retail
Enterprise Car Sales,Retail
Gyro City Grill,Retail
Refuse Collection ,Government
Crossroads United Baptist Church,Public Places
Donatos Pizza,Retail
Grandad's Pizza,Retail
Herb,Retail
Worldwide Flight Services,Transportation
Shaw Davis Funeral Homes,Retail
Capital Lighting,Retail
Icon Equipment,Office
Universal Classic Cars,Retail
World of Pentecost,Public Places
Subway,Retail
Beechwold Custom Jewelry,Retail
Marcia Evans Gallery,Retail
LR Design+Build,Office
Jones Lumvber & Millwork,Industrial
Midwest Fresh Foods Shipping,Industrial
Buckeye Power Sales,Retail
Country Inn & Suites¿ By Carlson,Retail
Finger 2 Toe,Retail
Handler Bail Bonds,Retail
Columbus Aesthetic and Plastic Surgery,Medical
hhgregg,Retail
Columbus Metropolitan Library ,Public Places
Dabakh,Retail
International Market Foods,Retail
Superior Homes Realty,Office
"Jeffrey R Schoning, DDS",Medical
Hilton Columbus Downtown,Retail
CJM Automotive Equipment Specialists,Retail
St. Aloysius,Public Places
Patio Liquor Beer & Wine,Retail
Jackhammer Strength Training,Retail
El Acapulco,Retail
Allied Custom Molded Products,Industrial
Dove Building Services,Office
Magic Mountain Fun Center,Retail
Gel Nail,Retail
Mees Distributors,Retail
Maloof Insurance Agency,Office
Smoky Row Children's Center,Education
Dunkin' Donuts,Retail
Mt Carmel Hospice,Medical
Cleveland Avenue Autoworks,Retail
True Spec Golf Columbus,Industrial
Smoky Row Children's Center,Education
Staybridge Suites,Retail
EZ Auto Repair & Service,Retail
PSC Metals,Retail
Artz Dewhirst & Wheeler Attorney,Office
Mount Carmel Medical Group Family Medicine,Medical
Nail On Neil,Retail
Halloween City,Retail
U,Retail
